date,product_id,category,quantity,is_holiday,is_promo
2022-04-17,P001,Electronics,123.0,0,1
2022-04-18,P001,Electronics,81.4,0,0
2022-04-19,P001,Electronics,87.0,0,0
2022-04-20,P001,Electronics,79.5,0,0
2022-04-21,P001,Electronics,81.6,0,0
2022-04-22,P001,Electronics,90.4,0,0
2022-04-23,P001,Electronics,90.5,0,0
2022-04-24,P001,Electronics,85.8,0,0
2022-04-25,P001,Electronics,80.3,0,0
2022-04-26,P001,Electronics,80.5,0,0
2022-04-27,P001,Electronics,87.5,0,0
2022-04-28,P001,Electronics,83.4,0,0
2022-04-29,P001,Electronics,88.3,0,0
2022-04-30,P001,Electronics,81.7,0,0
2022-05-01,P001,Electronics,83.4,0,0
2022-05-02,P001,Electronics,75.4,0,0
2022-05-03,P001,Electronics,72.1,0,0
2022-05-04,P001,Electronics,76.1,0,0
2022-05-05,P001,Electronics,79.4,0,0
2022-05-06,P001,Electronics,87.1,0,0
2022-05-07,P001,Electronics,82.2,0,0
2022-05-08,P001,Electronics,81.3,0,0
2022-05-09,P001,Electronics,74.4,0,0
2022-05-10,P001,Electronics,73.2,0,0
2022-05-11,P001,Electronics,81.1,0,0
2022-05-12,P001,Electronics,116.4,0,1
2022-05-13,P001,Electronics,86.2,0,0
2022-05-14,P001,Electronics,84.4,0,0
2022-05-15,P001,Electronics,75.8,0,0
2022-05-16,P001,Electronics,72.8,0,0
2022-05-17,P001,Electronics,72.8,0,0
2022-05-18,P001,Electronics,75.2,0,0
2022-05-19,P001,Electronics,71.3,0,0
2022-05-20,P001,Electronics,78.6,0,0
2022-05-21,P001,Electronics,119.2,0,1
2022-05-22,P001,Electronics,86.0,0,0
2022-05-23,P001,Electronics,78.5,0,0
2022-05-24,P001,Electronics,65.7,0,0
2022-05-25,P001,Electronics,70.6,0,0
2022-05-26,P001,Electronics,67.0,0,0
2022-05-27,P001,Electronics,73.1,0,0
2022-05-28,P001,Electronics,80.8,0,0
2022-05-29,P001,Electronics,77.9,0,0
2022-05-30,P001,Electronics,127.8,1,0
2022-05-31,P001,Electronics,63.7,0,0
2022-06-01,P001,Electronics,60.3,0,0
2022-06-02,P001,Electronics,69.3,0,0
2022-06-03,P001,Electronics,68.3,0,0
2022-06-04,P001,Electronics,74.5,0,0
2022-06-05,P001,Electronics,66.7,0,0
2022-06-06,P001,Electronics,65.0,0,0
2022-06-07,P001,Electronics,56.4,0,0
2022-06-08,P001,Electronics,60.1,0,0
2022-06-09,P001,Electronics,75.6,0,0
2022-06-10,P001,Electronics,64.5,0,0
2022-06-11,P001,Electronics,69.4,0,0
2022-06-12,P001,Electronics,74.7,0,0
2022-06-13,P001,Electronics,74.1,0,0
2022-06-14,P001,Electronics,91.9,0,1
2022-06-15,P001,Electronics,61.7,0,0
2022-06-16,P001,Electronics,65.6,0,0
2022-06-17,P001,Electronics,73.8,0,0
2022-06-18,P001,Electronics,67.0,0,0
2022-06-19,P001,Electronics,126.1,1,0
2022-06-20,P001,Electronics,62.8,0,0
2022-06-21,P001,Electronics,59.5,0,0
2022-06-22,P001,Electronics,58.8,0,0
2022-06-23,P001,Electronics,96.9,0,1
2022-06-24,P001,Electronics,58.6,0,0
2022-06-25,P001,Electronics,103.2,0,1
2022-06-26,P001,Electronics,60.7,0,0
2022-06-27,P001,Electronics,57.8,0,0
2022-06-28,P001,Electronics,52.8,0,0
2022-06-29,P001,Electronics,59.5,0,0
2022-06-30,P001,Electronics,62.8,0,0
2022-07-01,P001,Electronics,62.0,0,0
2022-07-02,P001,Electronics,66.9,0,0
2022-07-03,P001,Electronics,59.4,0,0
2022-07-04,P001,Electronics,116.8,1,0
2022-07-05,P001,Electronics,49.5,0,0
2022-07-06,P001,Electronics,56.3,0,0
2022-07-07,P001,Electronics,55.8,0,0
2022-07-08,P001,Electronics,103.2,0,1
2022-07-09,P001,Electronics,69.3,0,0
2022-07-10,P001,Electronics,58.2,0,0
2022-07-11,P001,Electronics,48.8,0,0
2022-07-12,P001,Electronics,45.5,0,0
2022-07-13,P001,Electronics,57.4,0,0
2022-07-14,P001,Electronics,54.9,0,0
2022-07-15,P001,Electronics,58.4,0,0
2022-07-16,P001,Electronics,53.7,0,0
2022-07-17,P001,Electronics,58.1,0,0
2022-07-18,P001,Electronics,51.4,0,0
2022-07-19,P001,Electronics,43.3,0,0
2022-07-20,P001,Electronics,48.6,0,0
2022-07-21,P001,Electronics,52.7,0,0
2022-07-22,P001,Electronics,54.6,0,0
2022-07-23,P001,Electronics,57.4,0,0
2022-07-24,P001,Electronics,87.9,0,1
2022-07-25,P001,Electronics,82.6,0,1
2022-07-26,P001,Electronics,82.4,0,1
2022-07-27,P001,Electronics,54.4,0,0
2022-07-28,P001,Electronics,39.5,0,0
2022-07-29,P001,Electronics,51.6,0,0
2022-07-30,P001,Electronics,57.5,0,0
2022-07-31,P001,Electronics,51.7,0,0
2022-08-01,P001,Electronics,44.3,0,0
2022-08-02,P001,Electronics,37.1,0,0
2022-08-03,P001,Electronics,48.2,0,0
2022-08-04,P001,Electronics,55.1,0,0
2022-08-05,P001,Electronics,44.8,0,0
2022-08-06,P001,Electronics,58.7,0,0
2022-08-07,P001,Electronics,47.8,0,0
2022-08-08,P001,Electronics,44.1,0,0
2022-08-09,P001,Electronics,38.5,0,0
2022-08-10,P001,Electronics,44.2,0,0
2022-08-11,P001,Electronics,52.1,0,0
2022-08-12,P001,Electronics,52.0,0,0
2022-08-13,P001,Electronics,61.0,0,0
2022-08-14,P001,Electronics,52.6,0,0
2022-08-15,P001,Electronics,45.0,0,0
2022-08-16,P001,Electronics,48.6,0,0
2022-08-17,P001,Electronics,46.2,0,0
2022-08-18,P001,Electronics,49.2,0,0
2022-08-19,P001,Electronics,47.6,0,0
2022-08-20,P001,Electronics,53.4,0,0
2022-08-21,P001,Electronics,44.3,0,0
2022-08-22,P001,Electronics,46.4,0,0
2022-08-23,P001,Electronics,36.2,0,0
2022-08-24,P001,Electronics,46.9,0,0
2022-08-25,P001,Electronics,80.5,0,1
2022-08-26,P001,Electronics,52.9,0,0
2022-08-27,P001,Electronics,55.6,0,0
2022-08-28,P001,Electronics,53.8,0,0
2022-08-29,P001,Electronics,44.9,0,0
2022-08-30,P001,Electronics,34.2,0,0
2022-08-31,P001,Electronics,43.2,0,0
2022-09-01,P001,Electronics,40.3,0,0
2022-09-02,P001,Electronics,45.9,0,0
2022-09-03,P001,Electronics,58.5,0,0
2022-09-04,P001,Electronics,85.0,0,1
2022-09-05,P001,Electronics,101.6,1,0
2022-09-06,P001,Electronics,36.4,0,0
2022-09-07,P001,Electronics,43.6,0,0
2022-09-08,P001,Electronics,40.2,0,0
2022-09-09,P001,Electronics,45.4,0,0
2022-09-10,P001,Electronics,53.9,0,0
2022-09-11,P001,Electronics,51.3,0,0
2022-09-12,P001,Electronics,44.7,0,0
2022-09-13,P001,Electronics,31.6,0,0
2022-09-14,P001,Electronics,45.1,0,0
2022-09-15,P001,Electronics,45.7,0,0
2022-09-16,P001,Electronics,50.2,0,0
2022-09-17,P001,Electronics,59.6,0,0
2022-09-18,P001,Electronics,39.0,0,0
2022-09-19,P001,Electronics,40.5,0,0
2022-09-20,P001,Electronics,43.9,0,0
2022-09-21,P001,Electronics,38.3,0,0
2022-09-22,P001,Electronics,52.2,0,0
2022-09-23,P001,Electronics,50.9,0,0
2022-09-24,P001,Electronics,57.4,0,0
2022-09-25,P001,Electronics,45.9,0,0
2022-09-26,P001,Electronics,47.1,0,0
2022-09-27,P001,Electronics,46.8,0,0
2022-09-28,P001,Electronics,46.6,0,0
2022-09-29,P001,Electronics,48.3,0,0
2022-09-30,P001,Electronics,51.7,0,0
2022-10-01,P001,Electronics,51.8,0,0
2022-10-02,P001,Electronics,48.9,0,0
2022-10-03,P001,Electronics,44.6,0,0
2022-10-04,P001,Electronics,45.5,0,0
2022-10-05,P001,Electronics,51.1,0,0
2022-10-06,P001,Electronics,44.6,0,0
2022-10-07,P001,Electronics,51.6,0,0
2022-10-08,P001,Electronics,62.8,0,0
2022-10-09,P001,Electronics,48.1,0,0
2022-10-10,P001,Electronics,106.1,1,0
2022-10-11,P001,Electronics,46.4,0,0
2022-10-12,P001,Electronics,52.3,0,0
2022-10-13,P001,Electronics,50.7,0,0
2022-10-14,P001,Electronics,59.3,0,0
2022-10-15,P001,Electronics,62.2,0,0
2022-10-16,P001,Electronics,56.4,0,0
2022-10-17,P001,Electronics,51.0,0,0
2022-10-18,P001,Electronics,92.9,0,1
2022-10-19,P001,Electronics,50.1,0,0
2022-10-20,P001,Electronics,44.7,0,0
2022-10-21,P001,Electronics,62.5,0,0
2022-10-22,P001,Electronics,59.1,0,0
2022-10-23,P001,Electronics,55.7,0,0
2022-10-24,P001,Electronics,56.3,0,0
2022-10-25,P001,Electronics,43.5,0,0
2022-10-26,P001,Electronics,48.2,0,0
2022-10-27,P001,Electronics,48.7,0,0
2022-10-28,P001,Electronics,55.3,0,0
2022-10-29,P001,Electronics,65.1,0,0
2022-10-30,P001,Electronics,59.8,0,0
2022-10-31,P001,Electronics,54.6,0,0
2022-11-01,P001,Electronics,109.3,1,0
2022-11-02,P001,Electronics,46.5,0,0
2022-11-03,P001,Electronics,57.9,0,0
2022-11-04,P001,Electronics,59.2,0,0
2022-11-05,P001,Electronics,67.8,0,0
2022-11-06,P001,Electronics,63.1,0,0
2022-11-07,P001,Electronics,56.8,0,0
2022-11-08,P001,Electronics,58.2,0,0
2022-11-09,P001,Electronics,59.5,0,0
2022-11-10,P001,Electronics,62.6,0,0
2022-11-11,P001,Electronics,123.5,1,0
2022-11-12,P001,Electronics,68.0,0,0
2022-11-13,P001,Electronics,64.0,0,0
2022-11-14,P001,Electronics,62.4,0,0
2022-11-15,P001,Electronics,56.4,0,0
2022-11-16,P001,Electronics,63.5,0,0
2022-11-17,P001,Electronics,62.3,0,0
2022-11-18,P001,Electronics,66.3,0,0
2022-11-19,P001,Electronics,75.0,0,0
2022-11-20,P001,Electronics,58.2,0,0
2022-11-21,P001,Electronics,56.9,0,0
2022-11-22,P001,Electronics,55.1,0,0
2022-11-23,P001,Electronics,55.1,0,0
2022-11-24,P001,Electronics,126.2,1,0
2022-11-25,P001,Electronics,147.9,1,0
2022-11-26,P001,Electronics,73.7,0,0
2022-11-27,P001,Electronics,70.0,0,0
2022-11-28,P001,Electronics,69.5,0,0
2022-11-29,P001,Electronics,69.4,0,0
2022-11-30,P001,Electronics,67.3,0,0
2022-12-01,P001,Electronics,74.9,0,0
2022-12-02,P001,Electronics,73.3,0,0
2022-12-03,P001,Electronics,74.6,0,0
2022-12-04,P001,Electronics,70.0,0,0
2022-12-05,P001,Electronics,62.4,0,0
2022-12-06,P001,Electronics,63.7,0,0
2022-12-07,P001,Electronics,69.3,0,0
2022-12-08,P001,Electronics,75.9,0,0
2022-12-09,P001,Electronics,83.0,0,0
2022-12-10,P001,Electronics,75.6,0,0
2022-12-11,P001,Electronics,77.1,0,0
2022-12-12,P001,Electronics,67.3,0,0
2022-12-13,P001,Electronics,72.3,0,0
2022-12-14,P001,Electronics,73.3,0,0
2022-12-15,P001,Electronics,68.5,0,0
2022-12-16,P001,Electronics,83.0,0,0
2022-12-17,P001,Electronics,117.8,0,1
2022-12-18,P001,Electronics,76.5,0,0
2022-12-19,P001,Electronics,70.3,0,0
2022-12-20,P001,Electronics,70.9,0,0
2022-12-21,P001,Electronics,78.7,0,0
2022-12-22,P001,Electronics,78.1,0,0
2022-12-23,P001,Electronics,83.6,0,0
2022-12-24,P001,Electronics,151.2,1,0
2022-12-25,P001,Electronics,185.5,1,1
2022-12-26,P001,Electronics,138.7,1,0
2022-12-27,P001,Electronics,70.6,0,0
2022-12-28,P001,Electronics,84.2,0,0
2022-12-29,P001,Electronics,80.6,0,0
2022-12-30,P001,Electronics,89.8,0,0
2022-12-31,P001,Electronics,154.2,1,0
2023-01-01,P001,Electronics,146.6,1,0
2023-01-02,P001,Electronics,81.9,0,0
2023-01-03,P001,Electronics,87.2,0,0
2023-01-04,P001,Electronics,91.1,0,0
2023-01-05,P001,Electronics,85.0,0,0
2023-01-06,P001,Electronics,88.8,0,0
2023-01-07,P001,Electronics,97.3,0,0
2023-01-08,P001,Electronics,84.0,0,0
2023-01-09,P001,Electronics,120.6,0,1
2023-01-10,P001,Electronics,82.0,0,0
2023-01-11,P001,Electronics,86.8,0,0
2023-01-12,P001,Electronics,84.1,0,0
2023-01-13,P001,Electronics,84.4,0,0
2023-01-14,P001,Electronics,87.3,0,0
2023-01-15,P001,Electronics,85.5,0,0
2023-01-16,P001,Electronics,84.0,0,0
2023-01-17,P001,Electronics,146.0,1,0
2023-01-18,P001,Electronics,131.8,0,1
2023-01-19,P001,Electronics,94.3,0,0
2023-01-20,P001,Electronics,89.3,0,0
2023-01-21,P001,Electronics,99.4,0,0
2023-01-22,P001,Electronics,126.7,0,1
2023-01-23,P001,Electronics,87.0,0,0
2023-01-24,P001,Electronics,87.7,0,0
2023-01-25,P001,Electronics,92.7,0,0
2023-01-26,P001,Electronics,90.7,0,0
2023-01-27,P001,Electronics,99.6,0,0
2023-01-28,P001,Electronics,95.5,0,0
2023-01-29,P001,Electronics,130.4,0,1
2023-01-30,P001,Electronics,100.6,0,0
2023-01-31,P001,Electronics,89.8,0,0
2023-02-01,P001,Electronics,97.9,0,0
2023-02-02,P001,Electronics,94.3,0,0
2023-02-03,P001,Electronics,135.5,0,1
2023-02-04,P001,Electronics,101.7,0,0
2023-02-05,P001,Electronics,95.5,0,0
2023-02-06,P001,Electronics,88.8,0,0
2023-02-07,P001,Electronics,92.4,0,0
2023-02-08,P001,Electronics,90.5,0,0
2023-02-09,P001,Electronics,98.2,0,0
2023-02-10,P001,Electronics,103.1,0,0
2023-02-11,P001,Electronics,104.9,0,0
2023-02-12,P001,Electronics,96.5,0,0
2023-02-13,P001,Electronics,95.2,0,0
2023-02-14,P001,Electronics,90.8,0,0
2023-02-15,P001,Electronics,98.9,0,0
2023-02-16,P001,Electronics,89.5,0,0
2023-02-17,P001,Electronics,98.7,0,0
2023-02-18,P001,Electronics,96.7,0,0
2023-02-19,P001,Electronics,92.8,0,0
2023-02-20,P001,Electronics,99.9,0,0
2023-02-21,P001,Electronics,195.2,1,1
2023-02-22,P001,Electronics,93.3,0,0
2023-02-23,P001,Electronics,91.8,0,0
2023-02-24,P001,Electronics,89.1,0,0
2023-02-25,P001,Electronics,103.3,0,0
2023-02-26,P001,Electronics,109.3,0,0
2023-02-27,P001,Electronics,96.9,0,0
2023-02-28,P001,Electronics,91.5,0,0
2023-03-01,P001,Electronics,98.7,0,0
2023-03-02,P001,Electronics,92.2,0,0
2023-03-03,P001,Electronics,100.3,0,0
2023-03-04,P001,Electronics,106.4,0,0
2023-03-05,P001,Electronics,99.7,0,0
2023-03-06,P001,Electronics,98.7,0,0
2023-03-07,P001,Electronics,95.5,0,0
2023-03-08,P001,Electronics,99.8,0,0
2023-03-09,P001,Electronics,95.9,0,0
2023-03-10,P001,Electronics,105.2,0,0
2023-03-11,P001,Electronics,112.6,0,0
2023-03-12,P001,Electronics,96.2,0,0
2023-03-13,P001,Electronics,92.0,0,0
2023-03-14,P001,Electronics,99.4,0,0
2023-03-15,P001,Electronics,96.3,0,0
2023-03-16,P001,Electronics,140.1,0,1
2023-03-17,P001,Electronics,99.7,0,0
2023-03-18,P001,Electronics,147.7,0,1
2023-03-19,P001,Electronics,100.4,0,0
2023-03-20,P001,Electronics,96.3,0,0
2023-03-21,P001,Electronics,135.9,0,1
2023-03-22,P001,Electronics,95.2,0,0
2023-03-23,P001,Electronics,94.2,0,0
2023-03-24,P001,Electronics,99.1,0,0
2023-03-25,P001,Electronics,107.1,0,0
2023-03-26,P001,Electronics,92.9,0,0
2023-03-27,P001,Electronics,97.1,0,0
2023-03-28,P001,Electronics,90.8,0,0
2023-03-29,P001,Electronics,100.4,0,0
2023-03-30,P001,Electronics,87.6,0,0
2023-03-31,P001,Electronics,96.9,0,0
2023-04-01,P001,Electronics,97.6,0,0
2023-04-02,P001,Electronics,94.9,0,0
2023-04-03,P001,Electronics,94.5,0,0
2023-04-04,P001,Electronics,91.1,0,0
2023-04-05,P001,Electronics,93.7,0,0
2023-04-06,P001,Electronics,131.4,0,1
2023-04-07,P001,Electronics,99.6,0,0
2023-04-08,P001,Electronics,99.1,0,0
2023-04-09,P001,Electronics,135.7,0,1
2023-04-10,P001,Electronics,94.8,0,0
2023-04-11,P001,Electronics,92.0,0,0
2023-04-12,P001,Electronics,95.5,0,0
2023-04-13,P001,Electronics,95.7,0,0
2023-04-14,P001,Electronics,141.4,0,1
2023-04-15,P001,Electronics,101.2,0,0
2023-04-16,P001,Electronics,130.0,0,1
2023-04-17,P001,Electronics,87.5,0,0
2023-04-18,P001,Electronics,84.6,0,0
2023-04-19,P001,Electronics,86.5,0,0
2023-04-20,P001,Electronics,89.2,0,0
2023-04-21,P001,Electronics,95.2,0,0
2023-04-22,P001,Electronics,137.0,0,1
2023-04-23,P001,Electronics,93.6,0,0
2023-04-24,P001,Electronics,85.5,0,0
2023-04-25,P001,Electronics,90.4,0,0
2023-04-26,P001,Electronics,92.4,0,0
2023-04-27,P001,Electronics,90.0,0,0
2023-04-28,P001,Electronics,90.7,0,0
2023-04-29,P001,Electronics,99.7,0,0
2023-04-30,P001,Electronics,92.0,0,0
2023-05-01,P001,Electronics,80.6,0,0
2023-05-02,P001,Electronics,84.3,0,0
2023-05-03,P001,Electronics,88.3,0,0
2023-05-04,P001,Electronics,84.8,0,0
2023-05-05,P001,Electronics,91.8,0,0
2023-05-06,P001,Electronics,89.4,0,0
2023-05-07,P001,Electronics,94.2,0,0
2023-05-08,P001,Electronics,89.0,0,0
2023-05-09,P001,Electronics,81.1,0,0
2023-05-10,P001,Electronics,86.2,0,0
2023-05-11,P001,Electronics,76.3,0,0
2023-05-12,P001,Electronics,119.9,0,1
2023-05-13,P001,Electronics,91.5,0,0
2023-05-14,P001,Electronics,82.0,0,0
2023-05-15,P001,Electronics,84.3,0,0
2023-05-16,P001,Electronics,123.5,0,1
2023-05-17,P001,Electronics,77.5,0,0
2023-05-18,P001,Electronics,79.9,0,0
2023-05-19,P001,Electronics,86.8,0,0
2023-05-20,P001,Electronics,96.4,0,0
2023-05-21,P001,Electronics,78.7,0,0
2023-05-22,P001,Electronics,115.7,0,1
2023-05-23,P001,Electronics,84.1,0,0
2023-05-24,P001,Electronics,72.8,0,0
2023-05-25,P001,Electronics,75.4,0,0
2023-05-26,P001,Electronics,81.4,0,0
2023-05-27,P001,Electronics,85.1,0,0
2023-05-28,P001,Electronics,84.1,0,0
2023-05-29,P001,Electronics,76.9,0,0
2023-05-30,P001,Electronics,129.4,1,0
2023-05-31,P001,Electronics,114.7,0,1
2023-06-01,P001,Electronics,111.4,0,1
2023-06-02,P001,Electronics,85.4,0,0
2023-06-03,P001,Electronics,81.9,0,0
2023-06-04,P001,Electronics,75.4,0,0
2023-06-05,P001,Electronics,75.2,0,0
2023-06-06,P001,Electronics,74.2,0,0
2023-06-07,P001,Electronics,75.5,0,0
2023-06-08,P001,Electronics,68.1,0,0
2023-06-09,P001,Electronics,79.6,0,0
2023-06-10,P001,Electronics,77.4,0,0
2023-06-11,P001,Electronics,112.0,0,1
2023-06-12,P001,Electronics,64.5,0,0
2023-06-13,P001,Electronics,70.1,0,0
2023-06-14,P001,Electronics,103.6,0,1
2023-06-15,P001,Electronics,66.8,0,0
2023-06-16,P001,Electronics,77.4,0,0
2023-06-17,P001,Electronics,79.6,0,0
2023-06-18,P001,Electronics,69.8,0,0
2023-06-19,P001,Electronics,135.6,1,0
2023-06-20,P001,Electronics,63.7,0,0
2023-06-21,P001,Electronics,68.2,0,0
2023-06-22,P001,Electronics,106.2,0,1
2023-06-23,P001,Electronics,69.3,0,0
2023-06-24,P001,Electronics,77.7,0,0
2023-06-25,P001,Electronics,67.3,0,0
2023-06-26,P001,Electronics,62.9,0,0
2023-06-27,P001,Electronics,68.2,0,0
2023-06-28,P001,Electronics,61.2,0,0
2023-06-29,P001,Electronics,56.8,0,0
2023-06-30,P001,Electronics,75.5,0,0
2023-07-01,P001,Electronics,83.4,0,0
2023-07-02,P001,Electronics,65.2,0,0
2023-07-03,P001,Electronics,54.2,0,0
2023-07-04,P001,Electronics,121.3,1,0
2023-07-05,P001,Electronics,61.6,0,0
2023-07-06,P001,Electronics,63.1,0,0
2023-07-07,P001,Electronics,62.1,0,0
2023-07-08,P001,Electronics,73.0,0,0
2023-07-09,P001,Electronics,66.4,0,0
2023-07-10,P001,Electronics,53.5,0,0
2023-07-11,P001,Electronics,60.4,0,0
2023-07-12,P001,Electronics,68.5,0,0
2023-07-13,P001,Electronics,62.2,0,0
2023-07-14,P001,Electronics,62.8,0,0
2023-07-15,P001,Electronics,67.7,0,0
2023-07-16,P001,Electronics,64.5,0,0
2023-07-17,P001,Electronics,50.3,0,0
2023-07-18,P001,Electronics,56.0,0,0
2023-07-19,P001,Electronics,56.5,0,0
2023-07-20,P001,Electronics,66.7,0,0
2023-07-21,P001,Electronics,97.3,0,1
2023-07-22,P001,Electronics,72.9,0,0
2023-07-23,P001,Electronics,55.5,0,0
2023-07-24,P001,Electronics,57.5,0,0
2023-07-25,P001,Electronics,54.6,0,0
2023-07-26,P001,Electronics,52.6,0,0
2023-07-27,P001,Electronics,58.1,0,0
2023-07-28,P001,Electronics,64.9,0,0
2023-07-29,P001,Electronics,63.0,0,0
2023-07-30,P001,Electronics,51.3,0,0
2023-07-31,P001,Electronics,53.3,0,0
2023-08-01,P001,Electronics,48.0,0,0
2023-08-02,P001,Electronics,89.0,0,1
2023-08-03,P001,Electronics,55.4,0,0
2023-08-04,P001,Electronics,51.6,0,0
2023-08-05,P001,Electronics,56.3,0,0
2023-08-06,P001,Electronics,94.5,0,1
2023-08-07,P001,Electronics,49.8,0,0
2023-08-08,P001,Electronics,39.9,0,0
2023-08-09,P001,Electronics,56.1,0,0
2023-08-10,P001,Electronics,55.4,0,0
2023-08-11,P001,Electronics,54.3,0,0
2023-08-12,P001,Electronics,56.2,0,0
2023-08-13,P001,Electronics,58.7,0,0
2023-08-14,P001,Electronics,52.1,0,0
2023-08-15,P001,Electronics,58.6,0,0
2023-08-16,P001,Electronics,53.6,0,0
2023-08-17,P001,Electronics,54.8,0,0
2023-08-18,P001,Electronics,55.5,0,0
2023-08-19,P001,Electronics,63.8,0,0
2023-08-20,P001,Electronics,57.0,0,0
2023-08-21,P001,Electronics,54.9,0,0
2023-08-22,P001,Electronics,46.2,0,0
2023-08-23,P001,Electronics,49.4,0,0
2023-08-24,P001,Electronics,50.7,0,0
2023-08-25,P001,Electronics,58.7,0,0
2023-08-26,P001,Electronics,66.0,0,0
2023-08-27,P001,Electronics,52.1,0,0
2023-08-28,P001,Electronics,47.7,0,0
2023-08-29,P001,Electronics,49.1,0,0
